Geolocation,Industry Description,Metric,2013,2015,2017,ADM1_CODE
Region XI (Davao Region),Human resources and training activities,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Number of employees,,,,PH110000000
Region XI (Davao Region),Human resources and training activities,Number of establishments,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Number of employees,,,,PH110000000
Region XI (Davao Region),Intellectual property research and documentation activities,Number of establishments,,,,PH110000000
Region XI (Davao Region),Legal services activities,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Legal services activities,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Legal services activities,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Legal services activities,Number of employees,,,,PH110000000
Region XI (Davao Region),Legal services activities,Number of establishments,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Number of employees,,,,PH110000000
Region XI (Davao Region),Medical transcription activities,Number of establishments,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Number of employees,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme activities,Number of establishments,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Number of employees,,,,PH110000000
Region XI (Davao Region),Motion picture video and television programme post-production activities,Number of establishments,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Number of employees,,,,PH110000000
Region XI (Davao Region),On-line employment placement agencies,Number of establishments,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Number of employees,,,,PH110000000
Region XI (Davao Region),Other back office operations activities n.e.c,Number of establishments,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Number of employees,,,,PH110000000
Region XI (Davao Region),Other call centers activities (voice) n.e.c.,Number of establishments,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Number of employees,,,,PH110000000
Region XI (Davao Region),Other information technology and computer service activities,Number of establishments,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with internet access,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with intranet,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with web presence,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with wide area network,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with wired local area network,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Establishments with wireless local area network,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Number of employees,,,,PH110000000
Region XI (Davao Region),Other non-voice related activities n.e.c.,Number of establishments,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Employees using computer routinely at work,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Employees using computer with internet connection routinely at work,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH110000000
